title,product_description,rating,initial_price,discount,images,seller_name,related_categories
"Kichler Lighting New Street Series 01 Outdoor 1 - Light Chandelier in  Black","With Its Timeless Colonial Lantern Profile, This New Street Outdoor Fixture Is Ideal For Those Looking To Embellish Classic Sophistication Outside Of The Home For A Nominal Price. With Its Black Finish And Clear Seedy Glass Panels, This 1-Light Flush Mount Can Go With Any Home'S Timeless Decor. It Uses A 100-Watt (Max.) Bulb, Measures 7 In. Square By 7 In. High And Is U.L. Listed For Damp Location.",4.5,"""$55.95""","14.495084897229674","[""https://target.scene7.com/is/image/Target/GUEST_a8254bb5-649a-45ad-b383-8b6d4e6c8c22""]","Target","[{""category_name"":""Outdoor Ceiling Lights"",""category_url"":""https://www.target.com/c/outdoor-ceiling-lights-lighting-living-garden/-/N-4yihq""},{""category_name"":""Outdoor Pendant Lighting"",""category_url"":""https://www.target.com/c/outdoor-pendant-lighting-living-garden/-/N-4yihk""},{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""}]"
"Toddler Cozy Lined Utility Jacket - Cat &#38; Jack&#8482; Brown","This Cozy-Lined Utility Jacket from Cat & Jack™ is the perfect pick for keeping your little one warm when the weather turns cold. Made from lightweight cotton and featuring cozy lining, this twill jacket comes in a versatile brown shade. It’s tailored in a regular fit with a collared neckline, long sleeves with elastic-cinched wrists, and side pockets. A full-length zip-up fastening down the front completes the design, allowing for easy layering and wear.<br /><br />Cat & Jack™: Designed for all children so you can trust it's made for yours.",5,"""$27.00""","","[""https://target.scene7.com/is/image/Target/GUEST_ed82c8d9-8c35-4057-9612-23cbb3de87b6"",""https://target.scene7.com/is/image/Target/GUEST_0bc272fb-84be-41bc-9d16-499aedfc95a8"",""https://target.scene7.com/is/image/Target/GUEST_1700ffc1-b182-4f7c-9100-4c2c2cd8a881""]","Target","[{""category_name"":""Tops"",""category_url"":""https://www.target.com/c/tops-baby-gender-neutral-clothing-kids/-/N-4y65i""},{""category_name"":""Coats & Jackets"",""category_url"":""https://www.target.com/c/coats-jackets-baby-boy-clothing-kids/-/N-4y6l3""},{""category_name"":""Coats & Jackets"",""category_url"":""https://www.target.com/c/coats-jackets-baby-girl-clothing-kids/-/N-55zlw""},{""category_name"":""Tops"",""category_url"":""https://www.target.com/c/tops-baby-boy-clothing-kids/-/N-4y6l4""},{""category_name"":""Tops"",""category_url"":""https://www.target.com/c/tops-baby-girl-clothing-kids/-/N-55tel""},{""category_name"":""Kids’ Outerwear"",""category_url"":""https://www.target.com/c/kids-outerwear/-/N-4rspy""}]"
"Journee Womens Tullip Tru Comfort Foam Kitten Heel Pointed Toe Boots, Croco/Black 5.5","Introducing Tullip by Journee, the knee-high boot that with an effortless cool look. These boots feature a sleek center seam detail, a pointed-toe design, and a trendy kitten heel. The 4 mm Tru Comfort Foam™ insole provides all-day comfort, making them a perfect fit. With a convenient zipper, you can effortlessly slip into these fashionable boots and add a touch of sophistication to your outfit. Made with high-quality faux leather, Tullip offers a sleek finish to any look.",3.67,"""$129.99""","34.61804754211863","[""https://target.scene7.com/is/image/Target/GUEST_82e87760-9e68-429e-a0b3-1e485916aba6"",""https://target.scene7.com/is/image/Target/GUEST_7e3995b2-0273-46da-8507-b06a9b4de55c"",""https://target.scene7.com/is/image/Target/GUEST_33fc2ff0-802d-452f-8555-681392deb694"",""https://target.scene7.com/is/image/Target/GUEST_2b37743b-136f-4456-93c1-076ecf65ef05"",""https://target.scene7.com/is/image/Target/GUEST_a5e68615-08d2-48f3-aa01-b8de95f8658f"",""https://target.scene7.com/is/image/Target/GUEST_fd8c6aa1-0e2d-4a81-9e4f-5c32f7e940a7"",""https://target.scene7.com/is/image/Target/GUEST_194599c0-ec8f-483c-8c5f-d620a50f27bf"",""https://target.scene7.com/is/image/Target/GUEST_5be96604-e6d3-4ca5-b210-b26af7144e52"",""https://target.scene7.com/is/image/Target/GUEST_edf8c59d-bbb5-4736-963d-68ac7d2a4a17""]","Target","[{""category_name"":""Dress Boots"",""category_url"":""https://www.target.com/c/dress-boots-women-s-shoes/-/N-4y28u""},{""category_name"":""Boots"",""category_url"":""https://www.target.com/c/boots-women-s-shoes/-/N-5xtd1""},{""category_name"":""Tall Boots"",""category_url"":""https://www.target.com/c/tall-boots-women-s-shoes/-/N-4vozw""},{""category_name"":""Ankle Boots"",""category_url"":""https://www.target.com/c/ankle-boots-women-s-shoes/-/N-4y29r""},{""category_name"":""New Women’s Shoes"",""category_url"":""https://www.target.com/c/new-women-s-shoes/-/N-y3qbi""},{""category_name"":""Western Boots"",""category_url"":""https://www.target.com/c/western-boots-women-s-shoes/-/N-4y29q""}]"
"Women's Cap Sleeve Everybody Graphic T-Shirt - Wild Fable™","Wild Fable™: A look for every story.",4.65,"""$10.00""","20","[""https://target.scene7.com/is/image/Target/GUEST_2316c06c-841b-4347-9c8c-ee733339e98c"",""https://target.scene7.com/is/image/Target/GUEST_98e6d989-9eb3-4070-b435-77eee1b60665"",""https://target.scene7.com/is/image/Target/GUEST_6b5e24f0-f0fa-4cbd-bb4a-04374df22cf7""]","Target","[{""category_name"":""Tops"",""category_url"":""https://www.target.com/c/tops/-/N-73ryh""},{""category_name"":""Basic Tees & Tanks"",""category_url"":""https://www.target.com/c/basic-tees-tanks-women-s-clothing/-/N-4xpjz""},{""category_name"":""Tops"",""category_url"":""https://www.target.com/c/tops-women-s-clothing/-/N-5xtbq""},{""category_name"":""T-Shirts"",""category_url"":""https://www.target.com/c/t-shirts-women-s-clothing/-/N-9qjry""},{""category_name"":""Tank Tops"",""category_url"":""https://www.target.com/c/tank-tops-women-s-clothing/-/N-aepz6""},{""category_name"":""Women’s Clothing Deals"",""category_url"":""https://www.target.com/c/women-s-clothing-deals/-/N-5qp11""}]"
"Kichler Lighting Winslow 5 - Light Chandelier in  Olde Bronze","The modern Winslow 5-light chandelier with Clear Seeded glass shade pair beautifully with the linear arms, bringing light and dimension to a space.   Mounting Direction: Up or Down  Chain Length: 36.00",5,"""$179.95""","14.498471797721578","[""https://target.scene7.com/is/image/Target/GUEST_8fcb5ef6-94d2-4e20-beea-d839ce0de09b"",""https://target.scene7.com/is/image/Target/GUEST_0296aeaf-81f9-4513-9fde-cfcbde225a88"",""https://target.scene7.com/is/image/Target/GUEST_dda89009-5908-426b-854e-ddf76ebd140d"",""https://target.scene7.com/is/image/Target/GUEST_6a6c335c-496b-4ea9-a27e-9f4ac393b80e""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Kichler Lighting Avery 1 - Light Pendant in  Natural Brass","Create a mix and match masterpiece with this 1 light pendant from the Avery collection. Available in a Natural Brass finish with adjustable cording, Clear Seeded glass, and working paddle switches, this pendant stands out beautifully on its own or in a cluster.",5,"""$154.95""","14.494998386576313","[""https://target.scene7.com/is/image/Target/GUEST_56442255-4fca-46b6-8458-c43a2c51d236"",""https://target.scene7.com/is/image/Target/GUEST_03f72bb7-af06-4e16-8954-710faf113961"",""https://target.scene7.com/is/image/Target/GUEST_17d34050-c16c-4f54-b655-da32d58eb0be""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Kichler Lighting Aivian 8 - Light Chandelier in  Black","Collection: Aivian, Material: Steel, Finish Color: Black, Width: 17.75"", Height: 13.25"", Length: 42"", Lamping Type: Incandescent, Number Of Bulbs: 8, Wattage: 75 Watts, Moisture Rating: Dry Rated, Desc:  The Aivian  42"" 8 linear light chandelier scoffs at cliches with its industrial-style arms in a Black finish. Its angled knurled detail is a welcome surprise. When vintage bulbs are used, this piece really comes into its own. It's both refined and edgy, making it truly one of a kind. ,",5,"""$724.99""","24.000331039048817","[""https://target.scene7.com/is/image/Target/GUEST_4183b9a3-917d-4d5e-9336-cf19d98bddc3""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Little Words Project Game Day Bracelet","Tagline:<br />All fun and games<br />Description:<br />Get your game face on and your wrist ready with our exclusive ""Game Day"" bracelet from Little Words Project® featuring a custom football casted bead. This sporty accessory is a great way to celebrate your love of the game and keep a winning attitude all day long.<br /><br />This Little Word™is more than just a bracelet. It’s your key to inspiring a kinder world. Wear your word as long as you need it. When you’re ready, pass it on to someone else who needs it more. Each bracelet is marked with a unique ID tag. Connect your bracelet on the Little Words Project® site, and track it as it travels from wrist to wrist.",5,"""$25.00""","","[""https://target.scene7.com/is/image/Target/GUEST_01588286-9dca-4923-bb03-6c5b900d69b3"",""https://target.scene7.com/is/image/Target/GUEST_1f8b9fcd-4f88-4755-8d48-dee37a7be628"",""https://target.scene7.com/is/image/Target/GUEST_c6b9614f-21b1-4557-98c6-c5ed58a7902b"",""https://target.scene7.com/is/image/Target/GUEST_ea26d501-80d6-464f-aee1-b7d525cf97a5"",""https://target.scene7.com/is/image/Target/GUEST_defc9c98-4466-483a-a5ef-d58c3b00e5e8""]","Target","[{""category_name"":""Bracelets"",""category_url"":""https://www.target.com/c/bracelets-jewelry/-/N-5xtbl""},{""category_name"":""Beaded Jewelry"",""category_url"":""https://www.target.com/c/beaded-jewelry/-/N-hungt""},{""category_name"":""Jewelry"",""category_url"":""https://www.target.com/c/jewelry-accessories/-/N-5xtbm""},{""category_name"":""Personalized Jewelry"",""category_url"":""https://www.target.com/c/personalized-jewelry/-/N-5t5r3""},{""category_name"":""New Jewelry"",""category_url"":""https://www.target.com/c/new-jewelry/-/N-ucl2q""},{""category_name"":""Fine Jewelry"",""category_url"":""https://www.target.com/c/fine-jewelry-accessories/-/N-pw7ud""}]"
"Silver Plated Halo Oval Cubic Zirconia and Pave Wedding Ring Set 2pc - A New Day™ Silver","The 2-Piece Silver Plated Halo Oval Cubic Zirconia and Pave Wedding Ring Set from A New Day™ makes a perfect set for a wedding, engagement and more. Including cubic zirconia studded oval and pave rings, this two-piece wedding ring set looks great as a coordinating set. Made with nickel-free brass, this silver-plated ring set helps create a beautiful look on any finger.<br /><br />A New Day™: Style that goes wherever you do.",5,"""$19.99""","","[""https://target.scene7.com/is/image/Target/GUEST_50a4e56a-199a-4375-95e5-38b31b723e2e"",""https://target.scene7.com/is/image/Target/GUEST_93b94f15-4387-4040-8bee-6cbb9b051b4e"",""https://target.scene7.com/is/image/Target/GUEST_6a9f4e60-e6c0-43f0-a151-39d35f62afcd""]","Target","[{""category_name"":""Rings"",""category_url"":""https://www.target.com/c/rings-jewelry-accessories/-/N-4yqqe""},{""category_name"":""Jewelry"",""category_url"":""https://www.target.com/c/jewelry-accessories/-/N-5xtbm""},{""category_name"":""Beaded Jewelry"",""category_url"":""https://www.target.com/c/beaded-jewelry/-/N-hungt""},{""category_name"":""New Jewelry"",""category_url"":""https://www.target.com/c/new-jewelry/-/N-ucl2q""},{""category_name"":""Kendra Scott x Target Tiger’s ..."",""category_url"":""https://www.target.com/c/kendra-scott-x-target-tiger-s-eye-gemstone/-/N-l73k""},{""category_name"":""Kendra Scott x Target Iconic C..."",""category_url"":""https://www.target.com/c/kendra-scott-x-target-iconic-color-collection/-/N-89rzm""}]"
"Lands' End Kids Button Front Cable Cardigan","Soft combed cotton, how we love it most - knit with gorgeous chunky cables and ready to button up when cool breezes stir. A relaxed fully-fashioned fit suits all those childhood adventures, from woodland walks to tea parties. The ribbed cuffs and trim help this cardigan stay in shape, ready to pass on with a smile.",3,"""$49.95""","20","[""https://target.scene7.com/is/image/Target/GUEST_12bff433-bb33-4bac-95ae-b7482a24b4c6"",""https://target.scene7.com/is/image/Target/GUEST_d7b0995e-9097-41bd-a040-d2dee0886b22"",""https://target.scene7.com/is/image/Target/GUEST_050245de-8d5d-47b1-b0c6-4a463911e55e""]","Target","[{""category_name"":""Sweaters"",""category_url"":""https://www.target.com/c/sweaters-tops-girls-clothing-kids/-/N-5xtvq""},{""category_name"":""Kids’ Sweaters"",""category_url"":""https://www.target.com/c/kids-sweaters/-/N-2b54a""},{""category_name"":""Kids’ Cozy Shop"",""category_url"":""https://www.target.com/c/kids-cozy-shop/-/N-uwwug""},{""category_name"":""Tops"",""category_url"":""https://www.target.com/c/tops-girls-clothing-kids/-/N-5xtvu""},{""category_name"":""Girls’ New Arrivals"",""category_url"":""https://www.target.com/c/girls-new-arrivals/-/N-n9klq""},{""category_name"":""Girls’ Clothing"",""category_url"":""https://www.target.com/c/girls-clothing-kids/-/N-5xtwa""}]"
"Kichler Lighting Albers 1 - Light Pendant in  Champagne Bronze","The Albers 1 light pendant's unique look easily adds interest to your space. Its refined black finish complements many design styles, and its knurled detail on the uprights make it truly unique. It comes with a globe-shaped opal glass shade.",4.84,"""$424.99""","24.00056471916986","[""https://target.scene7.com/is/image/Target/GUEST_0d6affef-bf6a-4902-bd27-7ec7f62f2b81""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"East West Satchel Handbag - A New Day™","Take your accessories collection up a notch with the East West Satchel Handbag from A New Day™. Featuring charming quilted pattern, this structured satchel handbag features a spacious main compartment as well as an exterior pouch bag to help keep your keys, sunglasses, cosmetics or other essentials separate. This handbag is designed with a zip closure to help keep its contents secure, while the double handles and removable strap make for easy carrying.<br /><br />A New Day™: Style that goes wherever you do.",4,"""$30.00""","","[""https://target.scene7.com/is/image/Target/GUEST_ffd05202-f657-401a-9a56-4f8a5c8c8084"",""https://target.scene7.com/is/image/Target/GUEST_418f3e72-b9af-46c6-92a9-6877b2429cd6"",""https://target.scene7.com/is/image/Target/GUEST_3aea2755-25f2-4c04-ba2a-8cd50354c2b1"",""https://target.scene7.com/is/image/Target/GUEST_8d30b309-e13b-4183-90b2-bf543a7362e4"",""https://target.scene7.com/is/image/Target/GUEST_c115adbf-efc7-4a93-8335-e01f84b6b72e""]","Target","[{""category_name"":""Shoulder Bags"",""category_url"":""https://www.target.com/c/shoulder-bags/-/N-4sryr""},{""category_name"":""Totes"",""category_url"":""https://www.target.com/c/totes-handbags-accessories/-/N-4y7p5""},{""category_name"":""Handbags & Purses"",""category_url"":""https://www.target.com/c/handbags-purses-accessories/-/N-5xtbo""},{""category_name"":""New Handbags"",""category_url"":""https://www.target.com/c/new-handbags/-/N-abved""},{""category_name"":""Beach Bags"",""category_url"":""https://www.target.com/c/beach-bags/-/N-4ssac""},{""category_name"":""The Accessories Edit"",""category_url"":""https://www.target.com/c/the-accessories-edit/-/N-vgir9""}]"
"Logitech M317C Mouse - Cotton Candy","The M317 Limited Edition mice mood-boosting designs bring a vibrant new look to your desk setup. Choose between different fun styles. It’s small, comfortable, super responsive, and completely wireless. Get total freedom with 10 m of wireless range, and work worry-free for 12 months on a single pre-installed battery. With smooth, line-by-line scrolling and precise cursor control for easier navigation at home or at work. The compact design perfectly fits users with smaller hands and kids—making it a great option for homeschooling.",4.44,"""$17.99""","16.67593107281823","[""https://target.scene7.com/is/image/Target/GUEST_b9214835-2b71-4fa3-857a-da38b314aee7"",""https://target.scene7.com/is/image/Target/GUEST_77ae6e55-78da-485a-a347-618c0546408a"",""https://target.scene7.com/is/image/Target/GUEST_061c7514-60b9-4014-9beb-095f1ab509de""]","Target","[{""category_name"":""Mice & Keyboards"",""category_url"":""https://www.target.com/c/mice-keyboards-computer-office-accessories-computers-electronics/-/N-5s7dp""},{""category_name"":""Logitech"",""category_url"":""https://www.target.com/c/logitech/-/N-jumjt""},{""category_name"":""Logitech"",""category_url"":""https://www.target.com/c/logitech/-/N-vvs1p""},{""category_name"":""Logitech"",""category_url"":""https://www.target.com/c/logitech/-/N-qlu03""},{""category_name"":""Logitech"",""category_url"":""https://www.target.com/c/logitech/-/N-rxpw8""},{""category_name"":""Logitech"",""category_url"":""https://www.target.com/c/logitech/-/N-aohe9""}]"
"Men's Georgia Boot Athens 360 Waterproof Work Boot","With a moc-toe toe profile and supreme comfort the original Athens are known for, the Athens 360 collection is designed to take on rugged job environments. Built with a 360-degree stitch-out construction, this 6-inch, defined heel work boot also features a reinforced toe stitch to prevent sole separation.This waterproof lace-up work boot has a premium SPR™ leather upper with a padded collar and combination hardware. Stretch Gusset technology allows for easy pull on of the boot and keeps the padded tongue in place.The interior is equipped with the Georgia Waterproof System and lined in a soft, performance mesh material. It has a removable Comfort Core® Next Gen memory foam insole for all day comfort.Below the insole is a fiberglass shank and a shock-absorbing EVA midsole. Next is a TPU Anchor Disk™ that provides additional arch support and stability. Finally, the CTR rubber outsole is made from our proprietary blend of rubber giving it excellent heat, oil, slip, abrasion and chemical resisting properties. This men's lace-up work boot meets ASTM F2892 electrical hazard standards for soft toe safety footwear.",3.89,"""$189.00""","","[""https://target.scene7.com/is/image/Target/GUEST_714f0d6f-9802-4fe1-93f5-9d7de4c081bd"",""https://target.scene7.com/is/image/Target/GUEST_016b76c3-1836-4030-8967-8637340fe80a"",""https://target.scene7.com/is/image/Target/GUEST_86f6abe0-0797-4cdd-9e5f-f11cb6635e5d"",""https://target.scene7.com/is/image/Target/GUEST_4447cadd-b889-410a-b6eb-2d17029f79a5"",""https://target.scene7.com/is/image/Target/GUEST_415be5f8-0057-4da5-a229-07c8a2aa0de7"",""https://target.scene7.com/is/image/Target/GUEST_f98906d2-34e7-4fdc-ab03-23b957cd9774"",""https://target.scene7.com/is/image/Target/GUEST_2889c815-b4b9-4a8f-ad68-953f2a5045dc""]","Target","[{""category_name"":""Boots"",""category_url"":""https://www.target.com/c/boots-men-s-shoes-clothing-accessories/-/N-5xu1v""},{""category_name"":""Hiking Boots & Shoes"",""category_url"":""https://www.target.com/c/hiking-boots-shoes-men/-/N-cm36s""},{""category_name"":""Work Boots & Work Shoes"",""category_url"":""https://www.target.com/c/work-boots-shoes-men-s/-/N-4so3m""},{""category_name"":""Men’s Shoes"",""category_url"":""https://www.target.com/c/men-s-shoes/-/N-5xu1w""},{""category_name"":""Men’s Footwear"",""category_url"":""https://www.target.com/c/men-s-footwear/-/N-cmjw5""},{""category_name"":""New Men’s Shoes"",""category_url"":""https://www.target.com/c/new-men-s-shoes/-/N-nvbwp""}]"
"ExOfficio Women's Give-N-Go Sport 2.0 Bikini Briefs","Whether it's powering through the last set at the gym, the last leg of a world backpacking tour, or a last-minute business trip, the ExOfficio Women's Give-N-Go Sport 2.0 Bikini Briefs are an absolute essential for those who demand more from their gear. The purpose is to keep you cooler, drier, and more comfortable, even when you venture out of your comfort zone. Features: Active fit. Quick-dry (25% faster dry time). 50% more wicking to stay dry and comfortable. Odor management keeps you fresher, longer. 4-way stretch for a total range of movement. No-chafe flatlock seams. Lightweight, durable and breathable. 90% nylon, 10% spandex.",4.35,"""$26.00""","","[""https://target.scene7.com/is/image/Target/GUEST_412f689f-9a9c-4589-b435-026c983a6523"",""https://target.scene7.com/is/image/Target/GUEST_3bf6c207-b7da-4ad6-90b8-f9af58dedd8f""]","Target","[{""category_name"":""Underwear"",""category_url"":""https://www.target.com/c/panties-intimates-women-s-clothing/-/N-5xtcb""},{""category_name"":""Bundle & Save"",""category_url"":""https://www.target.com/c/bundle-save/-/N-0v45e""},{""category_name"":""Intimates"",""category_url"":""https://www.target.com/c/intimates-women-s-clothing/-/N-5xtcf""},{""category_name"":""New Intimates"",""category_url"":""https://www.target.com/c/new-intimates/-/N-9zudz""},{""category_name"":""Hanes Women's Underwear"",""category_url"":""https://www.target.com/c/hanes-women-s-underwear/-/N-xafhy""},{""category_name"":""Hanes Women's"",""category_url"":""https://www.target.com/c/hanes-women-s/-/N-nll9v""}]"
"Kichler Lighting Vath 4 - Light Pendant in  Black","Vath is a smart pendant with all the right lines. Mixed finishes add decorative interest to the frames, bringing highlights and dimension. The curved top softens the look, for a sophisticated  yet not too fussy  addition to living areas and work spaces.",5,"""$334.99""","20.00059703274725","[""https://target.scene7.com/is/image/Target/GUEST_6aaadc42-e04c-484e-93fd-61d5909cf02a"",""https://target.scene7.com/is/image/Target/GUEST_3ef5a33f-14d8-4ff9-8ef0-8ed9162fa7be"",""https://target.scene7.com/is/image/Target/GUEST_32122021-0e5b-4195-912d-05ce28df4905""]","Target","[{""category_name"":""Ceiling Lights"",""category_url"":""https://www.target.com/c/ceiling-lights-lamps-lighting-home-decor/-/N-54ub8""},{""category_name"":""Pendant Lighting"",""category_url"":""https://www.target.com/c/pendant-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0f""},{""category_name"":""Flush Mount Lighting"",""category_url"":""https://www.target.com/c/flush-mount-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0c""},{""category_name"":""Semi-Flush Ceiling Lights"",""category_url"":""https://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0d""},{""category_name"":""Chandeliers"",""category_url"":""https://www.target.com/c/chandeliers-ceiling-lights-lamps-lighting-home-decor/-/N-4yq0g""},{""category_name"":""Track Lighting"",""category_url"":""https://www.target.com/c/track-lighting-ceiling-lights-lamps-home-decor/-/N-4yq0e""}]"
"Hamilton Beach® FlexBrew® 56-Oz.-Reservoir Universal Drip Coffee and Espresso Maker","Enjoy 3-in-1 brewing with the Hamilton Beach FlexBrew Universal Coffee Maker. Brew a single cup in about 1 minute with a Nespresso capsule, K-Cup pod, or ground coffee into your choice of 3 cup sizes for each brewing method. With the 3-in-1 brewing system, now you can satisfy the tastes of all the coffee drinkers in your household with 1 machine! In the morning, every minute counts, so you and everyone in your household will appreciate that this coffee maker prepares a 2.7-oz. cup of espresso or an 8-oz. cup of coffee in about 1 minute, leaving you more time to enjoy your coffee.",4.69,"""$234.99""","30.639601685178093","[""https://target.scene7.com/is/image/Target/GUEST_abe7bb76-13b1-49a4-a73b-863307ab33a7"",""https://target.scene7.com/is/image/Target/GUEST_a338261f-bb6f-4122-b5e9-c8a0dfab6d2c"",""https://target.scene7.com/is/image/Target/GUEST_2d69c480-ecaa-457b-908c-6c722aea8ce7"",""https://target.scene7.com/is/image/Target/GUEST_bb669596-5347-4139-bd9a-0b1e75a95439""]","Target","[{""category_name"":""Coffee Makers"",""category_url"":""https://www.target.com/c/coffee-makers-tea-espresso-kitchen-appliances-dining/-/N-5xtro""},{""category_name"":""Coffee, Tea & Espresso"",""category_url"":""https://www.target.com/c/coffee-tea-espresso-kitchen-appliances-dining/-/N-5xtrq""},{""category_name"":""Coffee Machines & Tools Sale"",""category_url"":""https://www.target.com/c/coffee-machines-tools-sale/-/N-7rsqx""},{""category_name"":""Mr. Coffee"",""category_url"":""https://www.target.com/c/mr-coffee/-/N-j1v3q""},{""category_name"":""Kitchen Appliances for Summer ..."",""category_url"":""https://www.target.com/c/kitchen-appliances-for-summer-treats/-/N-o590f""},{""category_name"":""Keurig Wedding Registry"",""category_url"":""https://www.target.com/c/keurig-wedding-registry/-/N-utzw3""}]"
